input,decision
"My coding skills are very poor. Failed in 7 campus interviews. I need to focus only on DSA, projects and internships for next 6-8 months. I am studying in Symbiosis Hyderabad.",Skill Development First
Breakup ke baad main completely broken hoon. Can't focus on studies or placements. Need emotional support. I am studying in MIT WPU Aurangabad.,Emotional Counseling Needed
Breakup ke baad main completely broken hoon. Can't focus on studies or placements. Need emotional support. I am studying in local college Delhi.,Emotional Counseling Needed
I got admission in MBA at IIM Kozhikode but family is worried about money. Still I believe this is the best investment for my future. I am studying in Pune University Thane.,Higher Studies First
I love research and want to do MTech from IIT Bombay. Ready to take education loan if needed because long term growth matters more. I am studying in PICT Aurangabad.,Higher Studies First
"After my mother's death last month, nothing feels important. Career decisions have become impossible. I am studying in IIT Bombay Pune.",Emotional Counseling Needed
I have already cleared prelims of MPSC once. Now I am fully dedicated towards government exams for stability and respect. I am studying in Amity Nashik.,Government Exam Path
I got admission in MBA at IIM Kozhikode but family is worried about money. Still I believe this is the best investment for my future. I am studying in IIT Madras Chennai.,Higher Studies First
I love research and want to do MTech from IIT Bombay. Ready to take education loan if needed because long term growth matters more. I am studying in IIT Madras Mumbai.,Higher Studies First
Private jobs feel risky and unstable. That's why I am preparing for SSC CGL and banking exams. I am studying in MIT WPU Thane.,Government Exam Path
My parents strongly believe only government job is safe. They want me to prepare full time for GRE.,Government Exam Path
I realized I don't know anything practical. Planning to join coding bootcamp or online courses full time. I am studying in Pune University Nashik.,Skill Development First
"Hey, confused between job, MBA, government exams and startup. No clear direction at all. I am studying in local college Aurangabad.",Career Guidance Needed
"Hey, breakup ke baad main completely broken hoon. Can't focus on studies or placements. Need emotional support. I am studying in Pune University Hyderabad.",Emotional Counseling Needed
Private jobs feel risky and unstable. That's why I am preparing for SSC CGL and banking exams. I am studying in IIT Madras Nagpur.,Government Exam Path
"Hey, keep changing my mind every week. Need someone experienced to show me right path. I am studying in Amity Bangalore.",Career Guidance Needed
"Hey, planning to work for 1-2 years and then do MBA so I can have both experience and better qualification. I am studying in IIT Madras Kolhapur.",Balanced Job + Study Plan
"Severe anxiety and overthinking about future. Can't sleep, can't study. I think I need counseling first. I am studying in VJTI Nagpur.",Emotional Counseling Needed
My mother needs surgery and we have no savings. I was planning Banking PO but now I think job first is the only option. I am studying in Symbiosis Nagpur.,Job First (Financial Stability)
Keep changing my mind every week. Need someone experienced to show me right path. I am studying in MIT WPU Pune.,Career Guidance Needed
"Hey, after my mother's death last month, nothing feels important. Career decisions have become impossible. I am studying in VJTI Thane.",Emotional Counseling Needed
I have already cleared prelims of MPSC once. Now I am fully dedicated towards government exams for stability and respect. I am studying in COEP Hyderabad.,Government Exam Path
"Cleared GRE with good score and got offer from good US university for MS in CS. Even if expensive, I want to go for higher studies. I am studying in IIT Madras Nagpur.",Higher Studies First
"My father got laid off last month from his company in Pune. With hospital bills and EMIs pending, I have to take a job immediately instead of thinking about MBA or MS. I am studying in IIT Bombay Pune.",Job First (Financial Stability)
"Hey, resume is blank - no projects, no internships. I should build strong skills before thinking about placements or higher studies. I am studying in PICT Chennai.",Skill Development First
"Hey, keep changing my mind every week. Need someone experienced to show me right path. I am studying in SPIT Delhi.",Career Guidance Needed
Got offer from TCS but I also want to prepare for CAT. Will join job and study side by side. I am studying in Symbiosis Pune.,Balanced Job + Study Plan
Got offer from TCS but I also want to prepare for CAT. Will join job and study side by side. I am studying in Symbiosis Aurangabad.,Balanced Job + Study Plan
"Hey, parents want government job, I want tech, but I like business also. Completely lost. I am studying in COEP Bangalore.",Career Guidance Needed
"Severe anxiety and overthinking about future. Can't sleep, can't study. I think I need counseling first. I am studying in IIT Bombay Nashik.",Emotional Counseling Needed
"Hey, despite financial issues, I want to pursue MCA from a reputed college because specialization will help me a lot in career. I am studying in VJTI Mumbai.",Higher Studies First
"Hey, severe anxiety and overthinking about future. Can't sleep, can't study. I think I need counseling first. I am studying in MIT WPU Thane.",Emotional Counseling Needed
"Hey, family pressure is high for government job. I am focusing only on UPSC preparation now. I am studying in IIT Madras Nashik.",Government Exam Path
Will help in family business in morning and continue MCA in evening batch. I am studying in local college Kolhapur.,Balanced Job + Study Plan
My mother needs surgery and we have no savings. I was planning CAT but now I think job first is the only option. I am studying in VJTI Kolhapur.,Job First (Financial Stability)
"My coding skills are very poor. Failed in 7 campus interviews. I need to focus only on DSA, projects and internships for next 6-8 months. I am studying in PICT Aurangabad.",Skill Development First
"Hey, will help in family business in morning and continue MCA in evening batch. I am studying in PICT Mumbai.",Balanced Job + Study Plan
Keep changing my mind every week. Need someone experienced to show me right path. I am studying in local college Mumbai.,Career Guidance Needed
"Cleared GRE with good score and got offer from good US university for MS in CS. Even if expensive, I want to go for higher studies. I am studying in SPIT Kolhapur.",Higher Studies First
Too many options and I don't know what suits my interest and skills. Need proper guidance. I am studying in IIT Bombay Kolhapur.,Career Guidance Needed
"Hey, after my mother's death last month, nothing feels important. Career decisions have become impossible. I am studying in MIT WPU Pune.",Emotional Counseling Needed
I realized I don't know anything practical. Planning to join coding bootcamp or online courses full time.,Skill Development First
"Hey, i got admission in MBA at IIM Bangalore but family is worried about money. Still I believe this is the best investment for my future. I am studying in local college Kolhapur.",Higher Studies First
"Hey, my mother needs surgery and we have no savings. I was planning UPSC but now I think job first is the only option. I am studying in IIT Bombay Nagpur.",Job First (Financial Stability)
Have a part-time job and will prepare for government exams simultaneously. I am studying in IIT Madras Mumbai.,Balanced Job + Study Plan
Communication and confidence bahut low hai. First I need to improve soft skills and get practical experience. I am studying in IIT Madras Bangalore.,Skill Development First
"After dad's sudden death, all responsibility came on me. Higher studies feel like a luxury I can't afford anymore. I am studying in PICT Kolhapur.",Job First (Financial Stability)
Keep changing my mind every week. Need someone experienced to show me right path. I am studying in Amity Kolhapur.,Career Guidance Needed
Too many options and I don't know what suits my interest and skills. Need proper guidance. I am studying in PICT Bangalore.,Career Guidance Needed
Have a part-time job and will prepare for government exams simultaneously. I am studying in VJTI Bangalore.,Balanced Job + Study Plan
I have already cleared prelims of MPSC once. Now I am fully dedicated towards government exams for stability and respect. I am studying in PICT Hyderabad.,Government Exam Path
"Hey, keep changing my mind every week. Need someone experienced to show me right path. I am studying in local college Hyderabad.",Career Guidance Needed
"Hey, severe anxiety and overthinking about future. Can't sleep, can't study. I think I need counseling first. I am studying in VJTI Aurangabad.",Emotional Counseling Needed
Private jobs feel risky and unstable. That's why I am preparing for SSC CGL and banking exams. I am studying in MIT WPU Bangalore.,Government Exam Path
"Hey, cleared GRE with good score and got offer from good US university for MS in CS. Even if expensive, I want to go for higher studies. I am studying in IIT Bombay Hyderabad.",Higher Studies First
Planning to work for 1-2 years and then do MBA so I can have both experience and better qualification. I am studying in SPIT Bangalore.,Balanced Job + Study Plan
"Hey, too many options and I don't know what suits my interest and skills. Need proper guidance. I am studying in IIT Madras Nashik.",Career Guidance Needed
"Hey, my father got laid off last month from his company in Nashik. With hospital bills and EMIs pending, I have to take a job immediately instead of thinking about MBA or MS. I am studying in IIT Madras Nashik.",Job First (Financial Stability)
"Hey, parents want government job, I want tech, but I like business also. Completely lost. I am studying in Pune University Delhi.",Career Guidance Needed
"Hey, my coding skills are very poor. Failed in 7 campus interviews. I need to focus only on DSA, projects and internships for next 6-8 months. I am studying in PICT Aurangabad.",Skill Development First
My parents strongly believe only government job is safe. They want me to prepare full time for SSC CGL. I am studying in IIT Madras Thane.,Government Exam Path
"Hey, family pressure is high for government job. I am focusing only on UPSC preparation now. I am studying in IIT Bombay Nagpur.",Government Exam Path
"Hey, after my mother's death last month, nothing feels important. Career decisions have become impossible. I am studying in MIT WPU Bangalore.",Emotional Counseling Needed
"Hey, after my mother's death last month, nothing feels important. Career decisions have become impossible. I am studying in local college Delhi.",Emotional Counseling Needed
"Hey, cleared GRE with good score and got offer from good US university for MS in CS. Even if expensive, I want to go for higher studies. I am studying in PICT Thane.",Higher Studies First
"After dad's sudden death, all responsibility came on me. Higher studies feel like a luxury I can't afford anymore. I am studying in IIT Bombay Delhi.",Job First (Financial Stability)
"Hey, resume is blank - no projects, no internships. I should build strong skills before thinking about placements or higher studies. I am studying in Symbiosis Aurangabad.",Skill Development First
"Resume is blank - no projects, no internships. I should build strong skills before thinking about placements or higher studies. I am studying in MIT WPU Mumbai.",Skill Development First
"Cleared GRE with good score and got offer from good US university for MS in CS. Even if expensive, I want to go for higher studies. I am studying in Pune University Mumbai.",Higher Studies First
"My father got laid off last month from his company in Kolhapur. With hospital bills and EMIs pending, I have to take a job immediately instead of thinking about MBA or MS. I am studying in MIT WPU Kolhapur.",Job First (Financial Stability)
I have already cleared prelims of MPSC once. Now I am fully dedicated towards government exams for stability and respect. I am studying in MIT WPU Aurangabad.,Government Exam Path
My mother needs surgery and we have no savings. I was planning GRE but now I think job first is the only option. I am studying in Amity Nashik.,Job First (Financial Stability)
I have already cleared prelims of MPSC once. Now I am fully dedicated towards government exams for stability and respect. I am studying in VJTI Aurangabad.,Government Exam Path
"My coding skills are very poor. Failed in 7 campus interviews. I need to focus only on DSA, projects and internships for next 6-8 months. I am studying in MIT WPU Aurangabad.",Skill Development First
I love research and want to do MTech from IIT Bombay. Ready to take education loan if needed because long term growth matters more. I am studying in PICT Nagpur.,Higher Studies First
My parents strongly believe only government job is safe. They want me to prepare full time for Banking PO. I am studying in PICT Hyderabad.,Government Exam Path
"Family business completely collapsed after pandemic. As the only son, I feel huge pressure to start earning rather than pursuing higher studies. I am studying in local college Pune.",Job First (Financial Stability)
"Hey, communication and confidence bahut low hai. First I need to improve soft skills and get practical experience. I am studying in COEP Aurangabad.",Skill Development First
"Hey, my mother needs surgery and we have no savings. I was planning GATE but now I think job first is the only option. I am studying in Amity Delhi.",Job First (Financial Stability)
Keep changing my mind every week. Need someone experienced to show me right path. I am studying in MIT WPU Nashik.,Career Guidance Needed
"Hey, constant family pressure + studies ne mera burnout kar diya hai. I need someone to talk to. I am studying in IIT Bombay Thane.",Emotional Counseling Needed
"Despite financial issues, I want to pursue MCA from a reputed college because specialization will help me a lot in career. I am studying in Symbiosis Hyderabad.",Higher Studies First
Breakup ke baad main completely broken hoon. Can't focus on studies or placements. Need emotional support. I am studying in MIT WPU Mumbai.,Emotional Counseling Needed
"Hey, despite financial issues, I want to pursue MCA from a reputed college because specialization will help me a lot in career. I am studying in VJTI Aurangabad.",Higher Studies First
"Hey, private jobs feel risky and unstable. That's why I am preparing for SSC CGL and banking exams. I am studying in SPIT Kolhapur.",Government Exam Path
I got admission in MBA at IIM Ahmedabad but family is worried about money. Still I believe this is the best investment for my future. I am studying in SPIT Pune.,Higher Studies First
"Hey, after my mother's death last month, nothing feels important. Career decisions have become impossible. I am studying in PICT Nashik.",Emotional Counseling Needed
Private jobs feel risky and unstable. That's why I am preparing for SSC CGL and banking exams. I am studying in Amity Kolhapur.,Government Exam Path
Have a part-time job and will prepare for government exams simultaneously. I am studying in Amity Mumbai.,Balanced Job + Study Plan
Breakup ke baad main completely broken hoon. Can't focus on studies or placements. Need emotional support. I am studying in Amity Chennai.,Emotional Counseling Needed
I got admission in MBA at IIM Kozhikode but family is worried about money. Still I believe this is the best investment for my future. I am studying in Amity Nagpur.,Higher Studies First
Have a part-time job and will prepare for government exams simultaneously. I am studying in IIT Bombay Kolhapur.,Balanced Job + Study Plan
My mother needs surgery and we have no savings. I was planning SSC CGL but now I think job first is the only option. I am studying in MIT WPU Delhi.,Job First (Financial Stability)
"Heavy education loan on my father already. I can't put more burden, so I decided to focus on placements right now. I am studying in COEP Kolhapur.",Job First (Financial Stability)
Planning to work for 1-2 years and then do MBA so I can have both experience and better qualification. I am studying in VJTI Nagpur.,Balanced Job + Study Plan
"Hey, resume is blank - no projects, no internships. I should build strong skills before thinking about placements or higher studies. I am studying in IIT Bombay Bangalore.",Skill Development First
I love research and want to do MTech from IIT Bombay. Ready to take education loan if needed because long term growth matters more. I am studying in IIT Madras Aurangabad.,Higher Studies First
Private jobs feel risky and unstable. That's why I am preparing for SSC CGL and banking exams. I am studying in PICT Hyderabad.,Government Exam Path
"Hey, i realized I don't know anything practical. Planning to join coding bootcamp or online courses full time. I am studying in MIT WPU Pune.",Skill Development First
"My coding skills are very poor. Failed in 7 campus interviews. I need to focus only on DSA, projects and internships for next 6-8 months. I am studying in MIT WPU Delhi.",Skill Development First
Too many options and I don't know what suits my interest and skills. Need proper guidance. I am studying in local college Hyderabad.,Career Guidance Needed
"Hey, parents want government job, I want tech, but I like business also. Completely lost. I am studying in local college Nagpur.",Career Guidance Needed
"Hey, i love research and want to do MTech from IIT Bombay. Ready to take education loan if needed because long term growth matters more. I am studying in SPIT Nagpur.",Higher Studies First
"Hey, family business completely collapsed after pandemic. As the only son, I feel huge pressure to start earning rather than pursuing higher studies. I am studying in IIT Bombay Hyderabad.",Job First (Financial Stability)
"Hey, parents want government job, I want tech, but I like business also. Completely lost. I am studying in SPIT Chennai.",Career Guidance Needed
"Resume is blank - no projects, no internships. I should build strong skills before thinking about placements or higher studies. I am studying in Symbiosis Aurangabad.",Skill Development First
Breakup ke baad main completely broken hoon. Can't focus on studies or placements. Need emotional support. I am studying in Amity Aurangabad.,Emotional Counseling Needed
"Hey, i got admission in MBA at IIM Ahmedabad but family is worried about money. Still I believe this is the best investment for my future. I am studying in IIT Bombay Delhi.",Higher Studies First
"Hey, after dad's sudden death, all responsibility came on me. Higher studies feel like a luxury I can't afford anymore. I am studying in MIT WPU Hyderabad.",Job First (Financial Stability)
Keep changing my mind every week. Need someone experienced to show me right path. I am studying in IIT Bombay Thane.,Career Guidance Needed
Too many options and I don't know what suits my interest and skills. Need proper guidance. I am studying in COEP Delhi.,Career Guidance Needed
Got offer from TCS but I also want to prepare for CAT. Will join job and study side by side. I am studying in VJTI Nagpur.,Balanced Job + Study Plan
"Hey, got offer from TCS but I also want to prepare for CAT. Will join job and study side by side. I am studying in VJTI Mumbai.",Balanced Job + Study Plan
"Hey, cleared GRE with good score and got offer from good US university for MS in CS. Even if expensive, I want to go for higher studies. I am studying in COEP Delhi.",Higher Studies First
"Hey, family pressure is high for government job. I am focusing only on UPSC preparation now. I am studying in local college Kolhapur.",Government Exam Path
Breakup ke baad main completely broken hoon. Can't focus on studies or placements. Need emotional support. I am studying in PICT Mumbai.,Emotional Counseling Needed
"Despite financial issues, I want to pursue MCA from a reputed college because specialization will help me a lot in career. I am studying in Symbiosis Pune.",Higher Studies First
"My coding skills are very poor. Failed in 7 campus interviews. I need to focus only on DSA, projects and internships for next 6-8 months. I am studying in Amity Mumbai.",Skill Development First
"After my mother's death last month, nothing feels important. Career decisions have become impossible. I am studying in VJTI Nagpur.",Emotional Counseling Needed
Private jobs feel risky and unstable. That's why I am preparing for SSC CGL and banking exams. I am studying in Amity Bangalore.,Government Exam Path
"Heavy education loan on my father already. I can't put more burden, so I decided to focus on placements right now. I am studying in PICT Aurangabad.",Job First (Financial Stability)
My parents strongly believe only government job is safe. They want me to prepare full time for Banking PO. I am studying in COEP Nagpur.,Government Exam Path
"Hey, resume is blank - no projects, no internships. I should build strong skills before thinking about placements or higher studies. I am studying in Pune University Chennai.",Skill Development First
"Hey, despite financial issues, I want to pursue MCA from a reputed college because specialization will help me a lot in career. I am studying in MIT WPU Nashik.",Higher Studies First
"Confused between job, MBA, government exams and startup. No clear direction at all. I am studying in SPIT Nashik.",Career Guidance Needed
I have already cleared prelims of MPSC once. Now I am fully dedicated towards government exams for stability and respect. I am studying in VJTI Chennai.,Government Exam Path
Private jobs feel risky and unstable. That's why I am preparing for SSC CGL and banking exams. I am studying in Pune University Aurangabad.,Government Exam Path
"Resume is blank - no projects, no internships. I should build strong skills before thinking about placements or higher studies. I am studying in SPIT Mumbai.",Skill Development First
"Cleared GRE with good score and got offer from good US university for MS in CS. Even if expensive, I want to go for higher studies. I am studying in VJTI Pune.",Higher Studies First
"Family business completely collapsed after pandemic. As the only son, I feel huge pressure to start earning rather than pursuing higher studies. I am studying in Symbiosis Aurangabad.",Job First (Financial Stability)
Have a part-time job and will prepare for government exams simultaneously. I am studying in Pune University Pune.,Balanced Job + Study Plan
"Hey, i have already cleared prelims of MPSC once. Now I am fully dedicated towards government exams for stability and respect. I am studying in Pune University Thane.",Government Exam Path
"Hey, confused between job, MBA, government exams and startup. No clear direction at all. I am studying in IIT Madras Nagpur.",Career Guidance Needed
"Hey, communication and confidence bahut low hai. First I need to improve soft skills and get practical experience. I am studying in VJTI Pune.",Skill Development First
"Hey, i got admission in MBA at IIM Bangalore but family is worried about money. Still I believe this is the best investment for my future. I am studying in PICT Pune.",Higher Studies First
"Hey, after dad's sudden death, all responsibility came on me. Higher studies feel like a luxury I can't afford anymore. I am studying in local college Bangalore.",Job First (Financial Stability)
"Hey, heavy education loan on my father already. I can't put more burden, so I decided to focus on placements right now. I am studying in VJTI Aurangabad.",Job First (Financial Stability)
"Hey, after my mother's death last month, nothing feels important. Career decisions have become impossible. I am studying in VJTI Nagpur.",Emotional Counseling Needed
"After dad's sudden death, all responsibility came on me. Higher studies feel like a luxury I can't afford anymore. I am studying in VJTI Hyderabad.",Job First (Financial Stability)
"My coding skills are very poor. Failed in 7 campus interviews. I need to focus only on DSA, projects and internships for next 6-8 months. I am studying in MIT WPU Pune.",Skill Development First
Family pressure is high for government job. I am focusing only on UPSC preparation now. I am studying in COEP Thane.,Government Exam Path
"Severe anxiety and overthinking about future. Can't sleep, can't study. I think I need counseling first. I am studying in local college Mumbai.",Emotional Counseling Needed
I love research and want to do MTech from IIT Bombay. Ready to take education loan if needed because long term growth matters more. I am studying in Symbiosis Nagpur.,Higher Studies First
Too many options and I don't know what suits my interest and skills. Need proper guidance. I am studying in VJTI Kolhapur.,Career Guidance Needed
"My father got laid off last month from his company in Kolhapur. With hospital bills and EMIs pending, I have to take a job immediately instead of thinking about MBA or MS. I am studying in Pune University Kolhapur.",Job First (Financial Stability)
"Parents want government job, I want tech, but I like business also. Completely lost. I am studying in PICT Pune.",Career Guidance Needed
Communication and confidence bahut low hai. First I need to improve soft skills and get practical experience. I am studying in IIT Madras Nagpur.,Skill Development First
"Resume is blank - no projects, no internships. I should build strong skills before thinking about placements or higher studies. I am studying in Symbiosis Pune.",Skill Development First
"Hey, heavy education loan on my father already. I can't put more burden, so I decided to focus on placements right now. I am studying in Pune University Bangalore.",Job First (Financial Stability)
"Hey, despite financial issues, I want to pursue MCA from a reputed college because specialization will help me a lot in career.",Higher Studies First
I realized I don't know anything practical. Planning to join coding bootcamp or online courses full time. I am studying in local college Aurangabad.,Skill Development First
"Hey, breakup ke baad main completely broken hoon. Can't focus on studies or placements. Need emotional support. I am studying in IIT Bombay Thane.",Emotional Counseling Needed
"My father got laid off last month from his company in Delhi. With hospital bills and EMIs pending, I have to take a job immediately instead of thinking about MBA or MS. I am studying in Amity Delhi.",Job First (Financial Stability)
I realized I don't know anything practical. Planning to join coding bootcamp or online courses full time. I am studying in SPIT Aurangabad.,Skill Development First
"My coding skills are very poor. Failed in 7 campus interviews. I need to focus only on DSA, projects and internships for next 6-8 months. I am studying in MIT WPU Chennai.",Skill Development First
My mother needs surgery and we have no savings. I was planning SSC CGL but now I think job first is the only option. I am studying in COEP Kolhapur.,Job First (Financial Stability)
I have already cleared prelims of MPSC once. Now I am fully dedicated towards government exams for stability and respect. I am studying in PICT Thane.,Government Exam Path
Got offer from TCS but I also want to prepare for CAT. Will join job and study side by side. I am studying in PICT Delhi.,Balanced Job + Study Plan
"Hey, will help in family business in morning and continue MCA in evening batch. I am studying in Symbiosis Bangalore.",Balanced Job + Study Plan
My mother needs surgery and we have no savings. I was planning UPSC but now I think job first is the only option. I am studying in Amity Nagpur.,Job First (Financial Stability)
"Cleared GRE with good score and got offer from good US university for MS in CS. Even if expensive, I want to go for higher studies. I am studying in MIT WPU Hyderabad.",Higher Studies First
"Hey, got offer from TCS but I also want to prepare for CAT. Will join job and study side by side. I am studying in IIT Bombay Thane.",Balanced Job + Study Plan
"Hey, my coding skills are very poor. Failed in 7 campus interviews. I need to focus only on DSA, projects and internships for next 6-8 months. I am studying in IIT Madras Bangalore.",Skill Development First
"Family business completely collapsed after pandemic. As the only son, I feel huge pressure to start earning rather than pursuing higher studies. I am studying in MIT WPU Hyderabad.",Job First (Financial Stability)
My mother needs surgery and we have no savings. I was planning UPSC but now I think job first is the only option. I am studying in Symbiosis Hyderabad.,Job First (Financial Stability)
"Hey, keep changing my mind every week. Need someone experienced to show me right path. I am studying in Amity Delhi.",Career Guidance Needed
"Hey, my coding skills are very poor. Failed in 7 campus interviews. I need to focus only on DSA, projects and internships for next 6-8 months. I am studying in MIT WPU Chennai.",Skill Development First
I realized I don't know anything practical. Planning to join coding bootcamp or online courses full time. I am studying in IIT Madras Pune.,Skill Development First
Communication and confidence bahut low hai. First I need to improve soft skills and get practical experience. I am studying in Symbiosis Mumbai.,Skill Development First
"Severe anxiety and overthinking about future. Can't sleep, can't study. I think I need counseling first. I am studying in local college Nashik.",Emotional Counseling Needed
"Hey, my parents strongly believe only government job is safe. They want me to prepare full time for GRE. I am studying in Pune University Chennai.",Government Exam Path
"Hey, heavy education loan on my father already. I can't put more burden, so I decided to focus on placements right now. I am studying in Pune University Nashik.",Job First (Financial Stability)
Planning to work for 1-2 years and then do MBA so I can have both experience and better qualification. I am studying in IIT Madras Bangalore.,Balanced Job + Study Plan
Will help in family business in morning and continue MCA in evening batch.,Balanced Job + Study Plan
"Hey, have a part-time job and will prepare for government exams simultaneously. I am studying in VJTI Aurangabad.",Balanced Job + Study Plan
Communication and confidence bahut low hai. First I need to improve soft skills and get practical experience. I am studying in MIT WPU Hyderabad.,Skill Development First
I got admission in MBA at IIM Bangalore but family is worried about money. Still I believe this is the best investment for my future. I am studying in PICT Delhi.,Higher Studies First
I got admission in MBA at IIM Ahmedabad but family is worried about money. Still I believe this is the best investment for my future. I am studying in MIT WPU Thane.,Higher Studies First
Breakup ke baad main completely broken hoon. Can't focus on studies or placements. Need emotional support. I am studying in PICT Pune.,Emotional Counseling Needed
"Confused between job, MBA, government exams and startup. No clear direction at all. I am studying in PICT Aurangabad.",Career Guidance Needed
"My father got laid off last month from his company in Thane. With hospital bills and EMIs pending, I have to take a job immediately instead of thinking about MBA or MS. I am studying in VJTI Thane.",Job First (Financial Stability)
"After dad's sudden death, all responsibility came on me. Higher studies feel like a luxury I can't afford anymore. I am studying in local college Thane.",Job First (Financial Stability)
"Heavy education loan on my father already. I can't put more burden, so I decided to focus on placements right now. I am studying in PICT Chennai.",Job First (Financial Stability)
"Hey, confused between job, MBA, government exams and startup. No clear direction at all. I am studying in Amity Kolhapur.",Career Guidance Needed
"Severe anxiety and overthinking about future. Can't sleep, can't study. I think I need counseling first. I am studying in Amity Nashik.",Emotional Counseling Needed
"Cleared GRE with good score and got offer from good US university for MS in CS. Even if expensive, I want to go for higher studies. I am studying in IIT Bombay Mumbai.",Higher Studies First
"Hey, got offer from TCS but I also want to prepare for CAT. Will join job and study side by side. I am studying in MIT WPU Mumbai.",Balanced Job + Study Plan
"Hey, i realized I don't know anything practical. Planning to join coding bootcamp or online courses full time. I am studying in IIT Bombay Mumbai.",Skill Development First
"Hey, confused between job, MBA, government exams and startup. No clear direction at all. I am studying in Amity Thane.",Career Guidance Needed
Private jobs feel risky and unstable. That's why I am preparing for SSC CGL and banking exams. I am studying in SPIT Kolhapur.,Government Exam Path
"Cleared GRE with good score and got offer from good US university for MS in CS. Even if expensive, I want to go for higher studies. I am studying in Pune University Delhi.",Higher Studies First
"My coding skills are very poor. Failed in 7 campus interviews. I need to focus only on DSA, projects and internships for next 6-8 months. I am studying in IIT Bombay Kolhapur.",Skill Development First
"Hey, severe anxiety and overthinking about future. Can't sleep, can't study. I think I need counseling first. I am studying in Symbiosis Chennai.",Emotional Counseling Needed
"Hey, i got admission in MBA at IIM Ahmedabad but family is worried about money. Still I believe this is the best investment for my future. I am studying in MIT WPU Nagpur.",Higher Studies First
"Hey, i got admission in MBA at IIM Ahmedabad but family is worried about money. Still I believe this is the best investment for my future. I am studying in VJTI Thane.",Higher Studies First
"Hey, have a part-time job and will prepare for government exams simultaneously. I am studying in Symbiosis Kolhapur.",Balanced Job + Study Plan
"Cleared GRE with good score and got offer from good US university for MS in CS. Even if expensive, I want to go for higher studies. I am studying in Pune University Bangalore.",Higher Studies First
"Hey, i have already cleared prelims of MPSC once. Now I am fully dedicated towards government exams for stability and respect. I am studying in MIT WPU Kolhapur.",Government Exam Path
"My coding skills are very poor. Failed in 7 campus interviews. I need to focus only on DSA, projects and internships for next 6-8 months. I am studying in IIT Bombay Hyderabad.",Skill Development First
"Parents want government job, I want tech, but I like business also. Completely lost. I am studying in COEP Pune.",Career Guidance Needed
Got offer from TCS but I also want to prepare for CAT. Will join job and study side by side. I am studying in SPIT Aurangabad.,Balanced Job + Study Plan
"Hey, will help in family business in morning and continue MCA in evening batch. I am studying in COEP Hyderabad.",Balanced Job + Study Plan
"Cleared GRE with good score and got offer from good US university for MS in CS. Even if expensive, I want to go for higher studies. I am studying in SPIT Delhi.",Higher Studies First
I love research and want to do MTech from IIT Bombay. Ready to take education loan if needed because long term growth matters more. I am studying in VJTI Thane.,Higher Studies First
"After dad's sudden death, all responsibility came on me. Higher studies feel like a luxury I can't afford anymore. I am studying in VJTI Pune.",Job First (Financial Stability)
"Hey, resume is blank - no projects, no internships. I should build strong skills before thinking about placements or higher studies. I am studying in local college Aurangabad.",Skill Development First
"After my mother's death last month, nothing feels important. Career decisions have become impossible. I am studying in Amity Bangalore.",Emotional Counseling Needed
"Confused between job, MBA, government exams and startup. No clear direction at all. I am studying in Amity Hyderabad.",Career Guidance Needed
"Despite financial issues, I want to pursue MCA from a reputed college because specialization will help me a lot in career. I am studying in SPIT Kolhapur.",Higher Studies First
"Heavy education loan on my father already. I can't put more burden, so I decided to focus on placements right now. I am studying in local college Thane.",Job First (Financial Stability)
"Parents want government job, I want tech, but I like business also. Completely lost. I am studying in Symbiosis Kolhapur.",Career Guidance Needed
"Hey, resume is blank - no projects, no internships. I should build strong skills before thinking about placements or higher studies. I am studying in MIT WPU Bangalore.",Skill Development First
"Hey, despite financial issues, I want to pursue MCA from a reputed college because specialization will help me a lot in career. I am studying in Symbiosis Nashik.",Higher Studies First
"Hey, my coding skills are very poor. Failed in 7 campus interviews. I need to focus only on DSA, projects and internships for next 6-8 months. I am studying in COEP Aurangabad.",Skill Development First
"Hey, i got admission in MBA at IIM Ahmedabad but family is worried about money. Still I believe this is the best investment for my future. I am studying in local college Thane.",Higher Studies First
"Hey, despite financial issues, I want to pursue MCA from a reputed college because specialization will help me a lot in career. I am studying in PICT Mumbai.",Higher Studies First
"Hey, cleared GRE with good score and got offer from good US university for MS in CS. Even if expensive, I want to go for higher studies. I am studying in Symbiosis Bangalore.",Higher Studies First
"Heavy education loan on my father already. I can't put more burden, so I decided to focus on placements right now. I am studying in SPIT Aurangabad.",Job First (Financial Stability)
"Hey, after my mother's death last month, nothing feels important. Career decisions have become impossible. I am studying in IIT Bombay Pune.",Emotional Counseling Needed
Communication and confidence bahut low hai. First I need to improve soft skills and get practical experience. I am studying in VJTI Hyderabad.,Skill Development First
"Hey, i realized I don't know anything practical. Planning to join coding bootcamp or online courses full time. I am studying in VJTI Aurangabad.",Skill Development First
"Hey, i love research and want to do MTech from IIT Bombay. Ready to take education loan if needed because long term growth matters more. I am studying in COEP Mumbai.",Higher Studies First
"After dad's sudden death, all responsibility came on me. Higher studies feel like a luxury I can't afford anymore. I am studying in PICT Nashik.",Job First (Financial Stability)
I have already cleared prelims of MPSC once. Now I am fully dedicated towards government exams for stability and respect. I am studying in PICT Nashik.,Government Exam Path
I love research and want to do MTech from IIT Bombay. Ready to take education loan if needed because long term growth matters more. I am studying in MIT WPU Mumbai.,Higher Studies First
